player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Torry Holt,441,WR,SL,16,14.5,4,53.1,,0,0,4,6.9,7,68,26,2,69.6,29.9,80.7,,80.5,0.0,0,4,67,0.0,0,673,6,94,95.1,640,13.7,92,84.9,177,10,86.3,581,1237,297,3.2,13.2,1.93
Donald Driver,533,WR,GB,16,12.0,13,55.8,,0,0,0,7.1,7,53,12,1,65.3,58.8,80.7,,81.0,0.2,1,5,82,0.0,0,647,2,92,95.7,619,62.9,407,84.8,165,8,36.8,238,1297,524,5.7,14.1,2.1
Andre Johnson,1319,WR,HST,16,10.2,14,65.6,,0,0,0,8.0,9,56,13,0,58.6,84.0,79.9,,79.6,0.6,3,9,53,0.0,0,541,4,103,95.4,516,28.3,153,74.1,157,5,70.8,383,1155,438,4.3,11.2,2.24
Roy Williams,1728,WR,DET,16,16.6,10,55.4,,0,0,0,5.7,5,69,11,2,74.3,28.7,88.4,65.7,87.8,0.0,0,6,60,0.2,1,642,1,82,94.5,607,11.8,76,84.0,148,7,88.2,566,1311,324,4.0,16.0,2.16
Laveranues Coles,638,WR,NYJ,16,11.0,12,63.0,,0,0,0,1.1,1,52,22,1,90.4,56.8,83.5,,82.4,0.2,1,4,58,0.0,0,537,2,92,94.6,508,21.0,113,88.6,146,6,78.6,422,1111,310,3.4,12.1,2.19
Anquan Boldin,1369,WR,ARZ,16,11.2,27,56.8,,0,0,0,3.5,3,53,1,1,85.2,82.7,82.6,,83.7,0.0,0,9,64,0.0,0,618,5,83,95.6,591,32.0,198,67.2,146,4,66.7,412,1203,491,5.9,14.5,2.04
Chad Johnson,806,WR,CIN,16,15.1,3,60.8,,0,0,1,7.4,7,67,7,0,65.9,83.3,87.5,,89.5,0.0,0,5,74,0.0,0,577,5,87,95.7,552,6.8,39,94.6,143,7,93.2,538,1375,318,3.7,15.8,2.49
Terrell Owens,188,WR,DAL,16,13.6,19,58.7,,0,0,0,16.0,16,61,9,0,29.4,82.8,81.8,68.7,83.1,0.8,5,5,56,0.3,2,597,7,84,92.0,549,18.8,112,100.9,143,13,79.7,476,1171,363,4.3,13.9,2.13
Marvin Harrison,162,WR,IND,16,14.4,6,66.9,,0,0,0,5.9,6,78,14,1,73.9,56.1,86.7,,86.6,0.0,0,3,68,0.0,0,597,2,95,95.8,572,2.8,17,117.3,142,12,97.2,580,1366,285,3.0,14.4,2.39
Chris Chambers,821,WR,MIA,16,13.5,9,41.8,,0,0,0,15.7,11,39,17,0,33.3,81.5,66.9,,64.7,0.0,0,10,46,0.0,0,653,0,59,96.0,627,7.5,49,36.9,141,4,92.2,602,677,195,3.3,11.5,1.08
Mike Furrey,726,WR,DET,16,10.0,3,73.1,,0,0,0,4.9,5,57,11,1,75.8,57.4,76.3,,77.3,0.0,0,7,31,0.0,0,674,6,98,95.0,640,57.4,387,89.9,134,6,42.0,283,1085,281,2.9,11.1,1.7
Steve Smith,837,WR,CAR,14,12.3,14,62.4,,0,0,0,9.8,9,50,5,0,54.8,57.2,85.5,,85.1,0.0,0,6,72,0.0,0,485,1,83,96.7,469,23.3,113,91.9,133,8,76.7,372,1166,454,5.5,14.0,2.49
Reggie Wayne,800,WR,IND,16,14.5,4,65.6,,0,0,1,7.5,7,72,14,1,61.1,54.1,90.2,,90.2,0.0,0,2,51,0.0,0,594,4,86,96.0,570,17.5,104,115.1,131,9,82.5,490,1314,203,2.4,15.3,2.31
Lee Evans,1734,WR,BUF,16,14.9,7,62.6,,0,0,2,3.5,3,53,4,1,85.0,52.5,84.7,,84.3,0.0,0,7,83,0.0,0,491,4,82,96.3,473,8.6,42,93.5,131,8,91.4,449,1293,363,4.4,15.8,2.73
T.J. Houshmandzadeh,921,WR,CIN,14,9.7,11,69.8,,0,0,0,3.2,3,58,7,0,87.5,83.1,88.4,,88.9,0.2,1,3,40,0.0,0,500,1,90,95.6,478,60.8,304,108.7,129,9,38.2,191,1081,325,3.6,12.0,2.26
Joey Galloway,117,WR,TB,16,15.5,4,48.4,,0,0,0,12.9,9,44,30,0,41.1,80.9,71.4,67.5,72.1,0.0,0,9,64,0.2,1,582,2,61,96.7,563,21.6,126,66.1,126,7,78.2,455,1057,275,4.5,17.3,1.88
Braylon Edwards,2220,WR,CLV,16,13.5,11,50.4,,0,0,0,15.3,11,38,8,0,30.2,81.0,67.4,,65.7,0.3,2,11,75,0.0,0,612,0,61,95.1,582,37.9,232,53.2,121,6,61.1,374,884,315,5.2,14.5,1.52
Plaxico Burress,586,WR,NYG,15,14.1,5,52.5,,0,0,2,8.7,6,44,21,2,67.1,23.7,76.4,,77.1,0.0,0,8,55,0.0,0,516,7,63,95.3,492,17.8,92,80.1,120,10,82.2,424,988,222,3.5,15.7,2.01
Isaac Bruce,80,WR,SL,16,13.1,4,61.3,,0,0,1,5.2,4,53,26,0,76.5,81.7,74.0,62.3,74.6,0.0,0,2,44,0.2,1,621,5,73,94.5,587,10.0,62,91.5,119,3,90.0,559,1053,252,3.5,14.4,1.79
Jerricho Cotchery,1829,WR,NYJ,16,9.0,10,68.1,,0,0,0,6.9,6,52,22,0,69.4,82.5,79.2,,78.1,0.2,1,1,71,0.0,0,532,1,81,94.7,504,49.6,264,105.3,119,6,47.2,251,949,350,4.3,11.7,1.88
Javon Walker,1027,WR,DEN,16,14.2,11,59.0,,0,0,0,9.2,7,53,10,0,56.4,82.3,84.2,,83.3,0.0,0,3,83,0.0,0,460,2,69,96.5,444,9.6,44,101.9,117,8,90.4,416,1084,346,5.0,15.7,2.44
Kellen Winslow,1727,TE,CLV,16,7.2,14,76.1,,0,0,0,5.3,5,42,8,1,77.5,55.0,69.3,75.7,76.9,45.9,281,4,40,9.8,60,612,7,89,84.8,519,40.4,247,90.9,117,3,12.3,75,875,343,3.9,9.8,1.69
Hines Ward,380,WR,PIT,14,11.1,5,63.8,,0,0,0,3.9,3,49,25,2,81.9,27.6,84.2,65.9,81.3,0.9,5,4,70,0.2,1,531,1,74,96.8,514,45.4,241,93.2,116,6,52.7,280,976,351,4.7,13.2,1.9
Keyshawn Johnson,153,WR,CAR,16,11.9,4,60.3,,0,0,0,4.1,3,42,5,1,86.5,48.1,76.0,56.1,74.7,1.0,6,6,40,0.7,4,575,7,70,95.5,549,44.5,256,72.0,116,4,54.4,313,826,222,3.2,11.8,1.5
Todd Heap,801,TE,BLT,16,8.6,4,65.2,,0,0,0,1.4,1,40,3,0,90.4,81.5,79.0,63.5,81.5,66.0,379,2,30,11.0,63,574,5,73,85.0,488,25.1,144,95.3,112,6,7.1,41,765,256,3.5,10.5,1.57
Marques Colston,3197,WR,NO,14,10.9,5,64.2,,0,0,0,10.3,8,51,20,0,58.2,81.4,81.5,66.8,81.5,0.0,0,3,86,0.2,1,464,3,70,96.3,447,47.0,218,108.3,109,8,52.8,245,1038,354,5.1,14.8,2.32
Larry Fitzgerald,1724,WR,ARZ,13,12.4,5,63.3,,0,0,1,6.8,5,52,1,0,69.0,81.3,84.2,,83.2,0.4,2,4,57,0.0,0,459,3,69,95.4,438,16.3,75,94.1,109,6,83.0,381,946,208,3.0,13.7,2.16
Reggie Bush,2947,HB,NO,16,0.9,19,80.7,,0,0,0,7.4,7,32,20,0,66.2,68.5,64.7,54.8,77.8,0.2,1,0,74,10.4,43,415,1,88,86.7,360,21.0,87,101.1,109,2,17.6,73,742,712,8.1,8.4,2.06
Terry Glenn,156,WR,DAL,15,13.4,4,64.8,,0,0,2,2.8,2,47,9,0,74.8,81.7,78.8,70.3,79.3,0.4,2,8,54,0.4,2,526,5,70,92.6,487,21.9,115,84.2,108,6,76.8,404,1048,263,3.8,15.0,2.15
Muhsin Muhammad,173,WR,CHI,16,13.1,5,55.6,,0,0,0,4.8,3,45,6,1,77.0,43.8,76.5,,75.9,0.2,1,2,40,0.0,0,524,6,60,95.0,498,13.9,73,89.4,108,5,85.3,447,863,176,2.9,14.4,1.73
Derrick Mason,271,WR,BLT,16,10.4,7,63.6,,0,0,0,2.9,2,45,3,1,86.4,58.2,74.6,,75.1,0.7,4,5,38,0.0,0,560,2,68,95.7,536,13.0,73,71.0,107,2,86.1,482,750,169,2.5,11.0,1.4
Steven Jackson,1745,HB,SL,16,0.4,23,84.1,,0,0,0,7.2,7,31,26,2,62.5,67.0,66.7,73.4,66.6,0.2,1,1,64,22.1,120,543,0,90,73.8,401,0.7,4,103.5,107,3,0.4,2,806,768,8.5,9.0,2.01
Jeremy Shockey,1021,TE,NYG,15,8.4,4,62.3,,0,0,0,9.6,7,37,21,0,54.8,80.8,73.7,74.4,70.3,58.1,290,2,25,10.8,54,499,10,66,84.8,423,37.3,186,92.6,106,7,4.6,23,623,192,2.9,9.4,1.47
Brian Westbrook,1094,HB,PHI,15,2.6,14,72.6,,0,0,0,8.3,7,30,24,1,61.2,75.6,69.6,78.1,72.8,0.4,2,1,52,13.7,65,475,3,77,83.8,398,8.6,41,98.8,106,4,7.6,36,700,622,8.1,9.1,1.76
Darrell Jackson,639,WR,SEA,13,13.6,9,59.4,,0,0,0,11.3,8,46,29,1,47.2,44.8,74.4,,74.8,0.2,1,8,72,0.0,0,469,2,63,96.4,452,35.0,164,89.7,106,10,64.4,302,968,258,4.1,15.4,2.14
Antonio Gates,1609,TE,SD,16,10.9,8,67.6,,0,0,0,2.7,2,49,27,0,86.7,81.3,84.7,69.9,86.4,34.9,175,2,57,6.8,34,502,2,71,90.8,456,43.4,218,115.7,105,9,17.9,90,924,295,4.2,13.0,2.03
Mark Clayton,2239,WR,BLT,16,10.4,2,63.8,,0,0,0,5.6,4,42,3,0,73.6,82.1,72.1,,72.8,0.4,2,3,87,0.0,0,487,1,67,95.9,467,43.9,214,96.5,105,5,53.8,262,939,368,5.5,14.0,2.01
Greg Jennings,2997,WR,GB,14,14.1,11,43.7,,0,0,0,10.0,5,31,12,1,55.6,33.8,62.9,,62.2,0.0,0,4,75,0.0,0,517,1,45,95.7,495,11.0,57,57.6,103,3,89.0,460,632,267,5.9,14.0,1.28
Bernard Berrian,1799,WR,CHI,15,16.5,5,53.0,,0,0,0,8.6,5,33,6,1,60.6,40.9,72.4,,73.0,0.0,0,5,62,0.0,0,416,2,53,95.2,396,5.8,24,78.9,100,6,94.2,392,804,226,4.3,15.2,2.03
Tony Gonzalez,237,TE,KC,15,9.7,10,74.5,,0,0,1,3.9,3,53,16,1,82.6,49.6,91.7,66.6,91.3,64.0,308,1,57,8.1,39,481,6,73,89.0,428,27.7,133,115.2,98,5,7.7,37,900,290,4.0,12.3,2.1
Deion Branch,1072,WR,SEA,14,12.7,2,54.6,,0,0,0,15.9,10,41,29,0,29.1,80.5,66.1,61.6,66.4,0.0,0,5,38,0.2,1,494,4,53,95.1,470,10.7,53,71.0,97,4,89.3,441,725,180,3.4,13.7,1.54
Santana Moss,786,WR,WAS,14,13.1,12,56.7,,0,0,0,5.2,3,36,32,1,81.2,26.1,77.3,,79.7,0.0,0,6,68,0.0,0,413,7,55,95.9,396,18.2,75,78.1,97,6,81.1,335,790,238,4.3,14.4,1.99
Reche Caldwell,1055,WR,NE,16,11.5,5,64.2,,0,0,0,9.0,6,41,19,2,65.8,26.5,68.1,,68.1,0.0,0,1,62,0.0,0,526,5,61,95.1,500,12.9,68,98.7,95,4,87.1,458,762,198,3.2,12.5,1.52
Alge Crumpler,805,TE,ATL,16,11.0,3,59.6,,0,0,0,13.8,9,39,2,0,42.5,79.9,73.2,75.2,72.7,55.7,295,3,46,14.2,75,530,4,56,82.8,439,33.2,176,101.4,94,8,4.9,26,780,253,4.5,13.9,1.78
Wes Welker,2204,WR,MIA,16,7.4,8,71.3,,0,0,0,8.2,6,33,17,0,61.2,80.9,66.1,61.6,65.8,0.2,1,4,38,0.2,1,505,1,67,96.0,485,86.7,438,77.7,94,1,12.7,64,687,271,4.0,10.3,1.42
Eddie Kennison,161,WR,KC,16,15.4,2,57.0,,0,0,0,5.4,3,41,16,0,73.7,80.4,75.4,,75.9,0.2,1,4,51,0.0,0,477,0,53,96.6,461,19.7,94,88.1,93,5,79.7,380,860,153,2.9,16.2,1.87
Drew Bennett,941,WR,TEN,16,15.1,6,50.0,,0,0,0,11.5,6,36,31,2,48.2,23.7,70.6,,70.4,0.2,1,4,39,0.0,0,466,2,46,95.9,447,14.2,66,69.9,92,3,85.6,399,737,157,3.4,16.0,1.65
Randy McMichael,1114,TE,MIA,16,7.3,11,68.1,,0,0,0,11.4,8,36,17,0,47.8,80.7,65.0,69.4,65.1,62.7,391,4,24,20.2,126,624,4,62,76.4,477,24.7,154,80.8,91,3,1.9,12,640,297,4.8,10.3,1.34
Rod Smith,111,WR,DEN,16,10.3,4,57.8,,0,0,0,10.3,6,33,10,2,52.3,24.8,61.9,,60.4,0.0,0,6,20,0.0,0,445,0,52,96.0,427,50.6,225,57.3,90,3,49.2,219,512,148,2.8,9.8,1.2
Randy Moss,342,WR,OAK,13,16.0,5,46.7,,0,0,1,20.8,11,29,23,0,27.6,78.4,60.5,,61.1,0.0,0,6,51,0.0,0,424,4,42,94.6,401,19.3,82,49.9,90,3,80.7,342,553,122,2.9,13.2,1.38
Ronald Curry,1199,WR,OAK,16,9.7,7,69.7,,0,0,1,3.1,2,40,23,0,84.0,80.9,80.5,,80.5,0.0,0,6,39,0.0,0,373,2,62,95.2,355,62.7,234,69.8,89,1,37.0,138,727,211,3.4,11.7,2.05
Jason Witten,1384,TE,DAL,16,9.6,7,72.7,,0,0,0,3.0,2,37,9,0,79.3,80.9,85.3,67.7,79.7,66.7,402,5,42,24.2,146,603,7,64,69.5,419,22.9,138,78.5,88,1,5.1,31,754,245,3.8,11.8,1.8
Marty Booker,487,WR,MIA,14,11.2,3,63.2,,0,0,0,6.8,4,36,17,0,69.4,80.7,73.1,,71.7,0.0,0,1,52,0.0,0,462,2,55,95.5,441,6.9,32,108.7,87,6,93.1,430,747,276,5.0,13.6,1.69
Chris Cooley,1802,TE,WAS,16,7.8,14,66.3,,0,0,1,9.5,6,33,32,0,57.2,80.3,76.7,77.3,78.5,64.8,329,2,66,21.3,108,508,6,57,73.8,375,25.0,127,106.5,86,6,5.7,29,735,406,7.1,12.9,1.96
Benjamin Watson,1753,TE,NE,13,11.8,6,58.3,,0,0,1,12.5,7,31,19,3,43.3,21.0,67.9,54.9,66.6,38.9,173,4,40,13.3,59,445,3,49,83.6,372,57.1,254,74.7,84,3,2.5,11,643,204,4.2,13.1,1.73
Reggie Williams,1730,WR,JAX,16,8.4,9,61.9,,0,0,1,13.3,8,28,15,0,40.6,43.7,65.7,62.3,65.0,0.2,1,5,48,0.2,1,455,6,52,95.4,434,44.8,204,75.3,84,4,54.9,250,616,267,5.1,11.8,1.42
Antonio Bryant,1070,WR,SF,14,17.8,4,48.2,,0,0,0,4.8,2,32,28,0,76.0,78.5,71.9,,71.1,0.0,0,10,72,0.0,0,439,5,40,94.3,414,8.9,39,51.5,83,3,91.1,400,733,166,4.2,18.3,1.77
Reggie Brown,2252,WR,PHI,16,15.3,7,55.4,,0,0,0,19.3,11,33,24,0,27.9,79.5,63.7,71.0,61.7,2.7,15,3,60,0.5,3,548,3,46,96.4,528,16.1,88,106.3,83,8,81.0,444,816,195,4.2,17.7,1.55
Santonio Holmes,2970,WR,PIT,16,12.5,4,59.0,,0,0,0,5.8,3,41,25,0,78.4,79.3,80.1,,78.2,0.0,0,6,67,0.0,0,395,0,49,96.7,382,9.9,39,70.6,83,2,90.1,356,824,337,6.9,16.8,2.16
Travis Taylor,588,WR,MIN,16,10.1,3,69.5,,0,0,0,5.0,3,29,18,0,70.8,80.6,61.5,,61.5,0.3,2,4,36,0.0,0,574,7,57,95.1,546,46.7,268,85.0,82,3,52.8,303,651,196,3.4,11.4,1.19
Arnaz Battle,1499,WR,SF,16,9.8,10,74.7,,0,0,0,1.7,1,36,28,1,90.8,45.8,76.1,46.8,74.4,1.5,7,1,56,0.4,2,471,2,59,94.1,443,50.7,239,108.4,79,3,47.6,224,695,251,4.3,11.8,1.57
Frank Gore,2282,HB,SF,16,0.6,12,77.2,,0,0,1,6.2,4,21,28,1,70.9,53.3,66.7,73.7,77.5,0.3,1,2,39,28.8,113,392,7,61,68.6,269,0.8,3,85.7,79,1,3.8,15,485,450,7.4,8.0,1.8
Michael Jenkins,1750,WR,ATL,16,14.4,1,49.4,,0,0,2,18.8,9,22,2,0,28.7,78.2,54.3,80.7,54.2,0.9,5,1,34,1.3,7,558,2,39,94.6,528,43.0,240,90.5,79,7,53.9,301,436,93,2.4,11.2,0.83
L.J. Smith,1376,TE,PHI,16,7.0,7,64.9,,0,0,1,12.3,7,29,24,0,44.8,79.3,70.5,70.2,70.0,79.6,378,1,65,24.4,116,475,3,50,72.2,343,13.3,63,105.5,77,5,5.9,28,611,305,6.1,12.2,1.78
Donte' Stallworth,1020,WR,PHI,12,15.0,5,50.0,,0,0,0,15.6,7,29,24,0,33.0,77.7,71.7,,71.1,0.0,0,1,84,0.0,0,387,1,38,97.2,376,3.9,15,99.9,76,5,96.1,372,725,203,5.3,19.1,1.93
Desmond Clark,529,TE,CHI,16,8.9,4,60.0,,0,0,0,8.2,4,35,6,0,69.3,78.8,79.2,66.0,81.4,81.6,387,7,33,16.2,77,474,3,45,79.3,376,14.6,69,74.6,75,6,1.5,7,626,213,4.7,13.9,1.66
Eric Moulds,165,WR,HST,16,7.2,8,77.0,,0,0,0,1.7,1,33,13,1,88.6,41.3,65.6,61.6,64.5,0.0,0,2,29,0.2,1,498,1,57,96.0,478,30.5,152,90.9,74,1,69.5,346,557,215,3.8,9.8,1.17
Kevin Jones,1751,HB,DET,12,-0.6,17,81.1,,0,0,0,9.1,6,26,11,1,59.7,32.3,45.0,65.8,70.7,0.5,2,2,26,23.4,100,427,5,60,73.3,313,2.3,10,93.0,74,2,2.8,12,508,530,8.8,8.5,1.62
LaDainian Tomlinson,777,HB,SD,16,-0.5,8,76.7,,0,0,0,8.2,5,22,27,0,62.9,82.1,72.9,65.7,69.5,0.0,0,0,51,26.9,133,494,2,56,70.2,347,2.4,12,108.7,73,3,6.5,32,508,536,9.6,9.1,1.46
Troy Williamson,2224,WR,MIN,14,14.9,3,51.4,,0,0,0,21.3,10,22,18,2,28.2,22.8,56.8,,56.7,0.3,1,3,46,0.0,0,375,3,37,94.4,354,5.3,20,53.9,72,0,94.4,354,455,194,5.2,12.3,1.29
Tiki Barber,245,HB,NYG,16,-0.3,9,80.6,,0,0,0,7.9,5,23,21,0,65.0,73.0,68.7,61.2,72.4,0.0,0,1,28,26.8,131,488,1,58,69.5,339,1.4,7,87.8,72,0,2.7,13,465,470,8.1,8.0,1.37
Michael Pittman,382,HB,TB,16,3.1,7,66.2,,0,0,1,14.5,8,15,30,0,37.4,85.5,58.0,69.1,57.6,0.0,0,1,25,23.6,86,364,4,47,73.6,268,6.6,24,75.1,71,0,15.4,56,405,297,6.3,8.6,1.51
Troy Brown,56,WR,NE,16,7.7,3,60.6,,0,0,1,10.4,5,28,19,0,54.0,78.9,61.6,,60.9,0.2,1,1,23,0.0,0,438,4,43,95.4,418,64.2,281,88.0,71,4,34.7,152,384,183,4.3,8.9,0.92
Chris Henry,2300,WR,CIN,13,16.4,3,51.4,,0,0,0,7.7,3,27,7,0,64.5,77.7,77.3,60.9,77.0,0.3,1,4,71,0.3,1,350,2,36,95.7,335,8.9,31,96.7,70,9,90.9,318,605,172,4.8,16.8,1.81
Eric Parker,1292,WR,SD,15,13.5,4,68.6,,0,0,0,4.0,2,35,27,0,77.8,79.4,86.3,,85.5,0.0,0,3,38,0.0,0,306,0,48,97.4,298,12.1,37,80.6,70,0,87.9,269,659,134,2.8,13.7,2.21
Matt Jones,2238,WR,JAX,14,16.1,5,58.6,,0,0,0,6.8,3,33,15,1,66.8,31.6,76.3,,78.0,0.0,0,2,49,0.0,0,293,4,41,97.6,286,11.9,35,96.3,70,4,88.1,258,643,177,4.3,15.7,2.25
Peerless Price,473,WR,BUF,16,8.3,3,71.0,,0,0,1,2.0,1,21,4,1,86.2,80.1,63.2,,63.1,0.0,0,2,25,0.0,0,464,4,49,96.6,448,15.3,71,88.0,69,3,84.5,392,402,134,2.7,8.2,0.9
Cedrick Wilson,901,WR,PIT,15,15.0,3,54.4,,0,0,0,9.8,4,25,25,1,56.2,22.7,64.2,,63.8,0.0,0,6,38,0.0,0,428,1,37,97.0,415,11.9,51,46.4,68,1,88.1,377,504,106,2.9,13.6,1.21
Ashley Lelie,1026,WR,ATL,15,18.7,0,42.4,,0,0,0,15.2,5,21,2,0,37.7,76.1,61.0,,60.1,0.0,0,1,51,0.0,0,393,2,28,95.9,377,13.2,52,63.3,66,1,86.8,341,430,66,2.4,15.4,1.14
Nate Washington,2832,WR,PIT,16,15.9,2,53.0,,0,0,0,10.3,4,28,25,0,54.6,78.4,64.8,81.1,64.3,0.5,2,5,49,0.5,2,413,2,35,96.1,397,77.7,321,74.3,66,4,21.5,89,624,115,3.3,17.8,1.57
Bryant Johnson,1333,WR,ARZ,16,13.8,6,60.6,,0,0,2,11.1,5,30,1,0,43.5,78.4,65.1,,65.1,0.0,0,1,58,0.0,0,520,3,40,95.8,498,40.0,208,113.2,66,4,60.0,312,740,238,6.0,18.5,1.49
Ernest Wilford,1841,WR,JAX,16,16.6,2,54.5,,0,0,1,5.3,2,27,15,1,72.6,29.1,69.4,62.3,67.3,0.0,0,1,41,0.2,1,445,3,36,95.7,426,11.5,51,84.4,66,2,88.5,394,524,119,3.3,14.6,1.23
Jermaine Wiggins,576,TE,MIN,16,5.9,2,70.8,,0,0,0,9.8,5,19,18,1,55.0,33.2,57.8,84.5,54.3,73.6,287,1,24,10.0,39,390,2,46,86.4,337,20.3,79,84.8,65,1,3.3,13,390,138,3.0,8.5,1.16
Roddy White,2244,WR,ATL,15,20.4,0,46.9,,0,0,0,14.3,5,19,2,1,40.0,27.2,63.2,,62.5,0.0,0,4,55,0.3,1,298,3,30,96.0,286,2.3,7,48.0,64,0,97.7,291,506,65,2.2,16.9,1.77
Samie Parker,1826,WR,KC,16,12.5,4,64.1,,0,0,0,8.9,4,33,16,0,59.1,78.9,67.0,,66.0,0.0,0,3,43,0.0,0,458,3,41,96.7,443,18.6,85,77.7,64,1,81.4,373,561,149,3.6,13.7,1.27
Ladell Betts,1063,HB,WAS,16,-0.4,5,83.9,,0,0,0,3.7,2,22,32,2,80.4,31.8,55.1,86.0,66.4,0.0,0,1,34,21.1,78,369,0,52,75.6,279,2.4,9,95.0,62,1,2.4,9,441,468,9.0,8.5,1.58
D.J. Hackett,1876,WR,SEA,14,12.0,2,72.6,,0,0,0,4.3,2,33,29,0,76.5,78.6,85.4,,84.7,0.0,0,2,47,0.0,0,261,0,45,94.3,246,71.3,186,111.6,62,4,28.7,75,610,186,4.1,13.6,2.48
Michael Clayton,1736,WR,TB,12,10.4,4,55.0,,0,0,0,8.3,3,23,30,1,61.3,22.5,63.0,62.3,63.2,0.0,0,3,27,0.3,1,370,2,33,95.7,354,29.7,110,57.6,60,1,70.3,260,360,106,3.2,10.9,1.02
Joe Jurevicius,365,WR,CLV,13,11.3,2,66.7,,0,0,0,7.0,3,31,8,0,66.2,78.1,73.8,,72.4,0.3,1,4,52,0.0,0,386,1,40,95.9,370,22.3,86,80.9,60,3,77.5,299,495,125,3.1,12.4,1.34
Larry Johnson,1343,HB,KC,16,-1.2,12,68.3,,0,0,1,14.6,7,21,16,0,35.9,85.5,58.7,70.9,50.9,0.0,0,0,78,20.0,87,435,2,41,77.2,336,1.1,5,98.6,60,2,0.5,2,410,468,11.4,10.0,1.22
Antwaan Randle El,1069,WR,WAS,16,12.7,1,55.9,,0,0,1,2.9,1,20,32,1,80.1,43.8,66.9,72.9,64.6,0.0,0,1,34,0.9,3,329,3,33,91.5,301,52.3,172,83.7,59,3,45.3,149,355,91,2.8,10.8,1.18
George Wrighster,1417,TE,JAX,16,8.1,4,66.1,,0,0,0,9.3,4,21,15,0,57.3,78.0,66.1,75.1,61.3,74.1,318,3,23,18.6,80,429,2,39,78.8,338,10.3,44,77.9,59,3,3.7,16,353,118,3.0,9.1,1.04
Ahman Green,374,HB,GB,14,-0.4,5,79.3,,0,0,0,16.4,9,15,12,1,29.9,65.2,42.0,78.1,34.7,2.7,10,2,30,29.7,108,364,0,46,67.6,246,1.6,6,85.9,58,1,2.2,8,388,431,9.4,8.4,1.58
Maurice Jones-Drew,3005,HB,JAX,16,0.8,14,80.7,,0,0,0,4.2,2,16,15,0,76.8,78.9,75.8,63.9,79.6,0.0,0,0,51,24.7,81,328,0,46,72.3,237,0.6,2,110.2,57,2,0.6,2,436,421,9.2,9.5,1.84
Alvis Whitted,411,WR,OAK,14,14.2,1,47.4,,0,0,0,10.0,3,17,23,1,56.1,27.0,56.7,76.8,55.9,0.0,0,3,33,0.7,3,445,2,27,94.8,422,12.8,57,41.5,57,0,87.2,388,299,29,1.1,11.1,0.71
Kevin Curtis,1389,WR,SL,16,11.4,1,71.4,,0,0,0,2.4,1,27,26,0,82.3,78.9,65.0,,65.2,0.2,1,1,42,0.0,0,401,1,40,95.5,383,78.1,313,113.6,56,4,21.7,87,479,124,3.1,12.0,1.25
Joe Horn,199,WR,NO,10,14.1,1,66.1,,0,0,1,9.8,4,28,20,0,57.7,78.2,77.3,,76.0,0.0,0,1,72,0.0,0,346,2,37,95.7,331,28.6,99,124.0,56,4,71.4,247,679,165,4.5,18.4,2.05
Dallas Clark,1340,TE,IND,12,9.9,4,54.5,,0,0,0,11.8,4,22,14,0,49.1,76.5,68.5,72.7,61.3,28.9,123,3,40,6.1,26,426,2,30,90.1,384,66.4,283,76.9,55,4,2.1,9,367,129,4.3,12.2,0.96
Mewelde Moore,1840,HB,MIN,16,0.5,12,81.8,,0,0,0,4.3,2,15,18,0,77.0,82.6,70.6,48.1,84.3,0.4,1,2,50,20.6,49,238,0,45,76.5,182,2.5,6,92.4,55,1,2.1,5,460,463,10.3,10.2,2.53
Bobby Wade,1448,WR,TEN,16,10.9,8,61.1,,0,0,0,8.3,3,22,31,0,60.5,77.0,72.2,29.2,71.0,0.4,1,0,25,0.4,1,281,0,33,94.3,265,86.8,244,100.9,54,2,12.8,36,461,160,4.8,14.0,1.74
Vincent Jackson,2278,WR,SD,16,17.8,0,50.0,,0,0,0,6.9,2,19,27,0,65.8,77.0,69.2,64.5,68.3,0.3,1,1,55,0.3,1,331,2,27,97.3,322,23.0,76,108.0,54,6,76.7,254,453,70,2.6,16.8,1.41
Bo Scaife,2396,TE,TEN,14,9.5,5,54.7,,0,0,1,9.4,3,18,31,1,57.8,27.5,65.6,69.2,68.4,79.3,283,2,34,28.3,101,357,4,29,68.9,246,12.9,46,73.7,53,2,1.7,6,371,141,4.9,12.8,1.51
Edgerrin James,439,HB,ARZ,16,1.6,4,69.8,,0,0,0,2.6,1,9,1,0,81.7,79.4,49.6,81.1,62.0,0.0,0,0,14,22.5,94,418,0,37,74.6,312,0.0,0,76.8,53,0,0.2,1,211,178,4.8,5.7,0.68
Ben Utecht,2199,TE,IND,15,7.0,1,71.2,,0,0,0,5.1,2,18,14,1,64.9,29.2,72.7,65.3,68.6,94.4,340,0,26,36.1,130,360,5,37,62.5,225,1.9,7,91.6,52,0,0.6,2,377,178,4.8,10.2,1.68
